date,nav,scheme_code,scheme_name,fund_house,scheme_type,scheme_category,date_parsed,nav_float
01-06-2026,97.19440,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-06-01,97.1944
29-05-2026,98.46560,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-29,98.4656
27-05-2026,99.80920,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-27,99.8092
26-05-2026,99.43560,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-26,99.4356
25-05-2026,99.80470,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-25,99.8047
22-05-2026,98.74970,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-22,98.7497
21-05-2026,98.37810,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-21,98.3781
20-05-2026,98.39330,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-20,98.3933
19-05-2026,98.12890,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-19,98.1289
18-05-2026,97.93720,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-18,97.9372
15-05-2026,98.00590,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-15,98.0059
14-05-2026,98.06060,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-14,98.0606
13-05-2026,97.16900,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-13,97.169
12-05-2026,97.18460,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-12,97.1846
11-05-2026,99.20070,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-11,99.2007
08-05-2026,100.49810,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-08,100.4981
07-05-2026,101.29170,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-07,101.2917
06-05-2026,101.17250,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-06,101.1725
05-05-2026,99.90720,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-05,99.9072
04-05-2026,100.09320,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-05-04,100.0932
30-04-2026,99.55020,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-30,99.5502
29-04-2026,100.39280,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-29,100.3928
28-04-2026,99.97820,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-28,99.9782
27-04-2026,100.60930,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-27,100.6093
24-04-2026,99.76000,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-24,99.76
23-04-2026,100.80160,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-23,100.8016
22-04-2026,101.58030,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-22,101.5803
21-04-2026,101.96450,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-21,101.9645
20-04-2026,100.95660,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-20,100.9566
17-04-2026,100.79030,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-17,100.7903
16-04-2026,99.92630,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-16,99.9263
15-04-2026,99.88430,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-15,99.8843
13-04-2026,98.18510,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-13,98.1851
10-04-2026,98.88860,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-10,98.8886
09-04-2026,97.49480,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-09,97.4948
08-04-2026,98.18610,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-08,98.1861
07-04-2026,94.75840,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-07,94.7584
06-04-2026,94.35300,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-06,94.353
02-04-2026,93.23610,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-02,93.2361
01-04-2026,92.92110,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-04-01,92.9211
31-03-2026,91.45390,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-31,91.4539
30-03-2026,91.45500,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-30,91.455
27-03-2026,93.57900,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-27,93.579
25-03-2026,95.62170,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-25,95.6217
24-03-2026,93.83540,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-24,93.8354
23-03-2026,92.15230,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-23,92.1523
20-03-2026,94.82760,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-20,94.8276
19-03-2026,94.54580,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-19,94.5458
18-03-2026,97.54880,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-18,97.5488
17-03-2026,96.61460,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-17,96.6146
16-03-2026,95.94410,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-16,95.9441
13-03-2026,95.18440,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-13,95.1844
12-03-2026,97.31000,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-12,97.31
11-03-2026,98.11390,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-11,98.1139
10-03-2026,99.47250,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-10,99.4725
09-03-2026,98.28950,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-09,98.2895
06-03-2026,100.08290,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-06,100.0829
05-03-2026,101.14220,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-05,101.1422
04-03-2026,99.95100,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-04,99.951
02-03-2026,101.85410,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-03-02,101.8541
27-02-2026,103.30520,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-27,103.3052
26-02-2026,104.50750,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-26,104.5075
25-02-2026,104.46410,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-25,104.4641
24-02-2026,103.95640,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-24,103.9564
23-02-2026,104.82030,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-23,104.8203
20-02-2026,104.23510,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-20,104.2351
19-02-2026,103.59180,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-19,103.5918
18-02-2026,105.25590,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-18,105.2559
17-02-2026,104.70840,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-17,104.7084
16-02-2026,104.53610,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-16,104.5361
13-02-2026,103.81480,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-13,103.8148
12-02-2026,104.99220,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-12,104.9922
11-02-2026,105.54260,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-11,105.5426
10-02-2026,105.35720,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-10,105.3572
09-02-2026,104.89980,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-09,104.8998
06-02-2026,103.92040,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-06,103.9204
05-02-2026,103.75900,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-05,103.759
04-02-2026,104.07640,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-04,104.0764
03-02-2026,103.85380,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-03,103.8538
02-02-2026,101.24560,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-02-02,101.2456
30-01-2026,102.23550,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-30,102.2355
29-01-2026,102.39490,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-29,102.3949
28-01-2026,101.84160,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-28,101.8416
27-01-2026,100.89520,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-27,100.8952
23-01-2026,100.51270,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-23,100.5127
22-01-2026,101.53930,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-22,101.5393
21-01-2026,100.89630,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-21,100.8963
20-01-2026,101.29080,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-20,101.2908
19-01-2026,102.92260,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-19,102.9226
16-01-2026,103.21360,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-16,103.2136
14-01-2026,103.31770,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-14,103.3177
13-01-2026,103.37350,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-13,103.3735
12-01-2026,103.62180,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-12,103.6218
09-01-2026,103.46540,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-09,103.4654
08-01-2026,104.33270,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-08,104.3327
07-01-2026,105.60780,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-07,105.6078
06-01-2026,105.70060,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-06,105.7006
05-01-2026,105.71090,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-05,105.7109
02-01-2026,106.12720,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-02,106.1272
01-01-2026,105.40010,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2026-01-01,105.4001
31-12-2025,105.34210,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-31,105.3421
30-12-2025,104.59350,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-30,104.5935
29-12-2025,104.71880,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-29,104.7188
26-12-2025,104.99120,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-26,104.9912
24-12-2025,105.35480,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-24,105.3548
23-12-2025,105.53810,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-23,105.5381
22-12-2025,105.33800,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-22,105.338
19-12-2025,104.74950,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-19,104.7495
18-12-2025,104.06780,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-18,104.0678
17-12-2025,104.19180,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-17,104.1918
16-12-2025,104.47820,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-16,104.4782
15-12-2025,105.18210,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-15,105.1821
12-12-2025,105.27380,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-12,105.2738
11-12-2025,104.65900,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-11,104.659
10-12-2025,104.01400,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-10,104.014
09-12-2025,104.26350,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-09,104.2635
08-12-2025,104.37210,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-08,104.3721
05-12-2025,105.41420,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-05,105.4142
04-12-2025,105.04260,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-04,105.0426
03-12-2025,105.02140,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-03,105.0214
02-12-2025,105.23670,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-02,105.2367
01-12-2025,105.53890,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-12-01,105.5389
28-11-2025,105.68440,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-28,105.6844
27-11-2025,105.68400,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-27,105.684
26-11-2025,105.57550,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-26,105.5755
25-11-2025,104.17120,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-25,104.1712
24-11-2025,104.32300,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-24,104.323
21-11-2025,104.86640,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-21,104.8664
20-11-2025,105.60470,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-20,105.6047
19-11-2025,105.13920,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-19,105.1392
18-11-2025,104.60870,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-18,104.6087
17-11-2025,105.12030,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-17,105.1203
14-11-2025,104.68640,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-14,104.6864
13-11-2025,104.66240,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-13,104.6624
12-11-2025,104.68290,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-12,104.6829
11-11-2025,104.12420,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-11,104.1242
10-11-2025,103.89120,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-10,103.8912
07-11-2025,103.67120,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-07,103.6712
06-11-2025,103.66830,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-06,103.6683
04-11-2025,104.29600,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-04,104.296
03-11-2025,104.84940,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-11-03,104.8494
31-10-2025,104.51020,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-31,104.5102
30-10-2025,105.23760,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-30,105.2376
29-10-2025,105.79850,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-29,105.7985
28-10-2025,105.14300,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-28,105.143
27-10-2025,105.19740,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-27,105.1974
24-10-2025,104.64410,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-24,104.6441
23-10-2025,105.04290,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-23,105.0429
20-10-2025,104.88000,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-20,104.88
17-10-2025,104.46730,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-17,104.4673
16-10-2025,104.15940,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-16,104.1594
15-10-2025,103.28250,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-15,103.2825
14-10-2025,102.54390,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-14,102.5439
13-10-2025,102.96800,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-13,102.968
10-10-2025,103.23600,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-10,103.236
09-10-2025,102.79680,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-09,102.7968
08-10-2025,102.35640,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-08,102.3564
07-10-2025,102.78830,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-07,102.7883
06-10-2025,102.82960,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-06,102.8296
03-10-2025,102.38350,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-03,102.3835
01-10-2025,102.05810,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-10-01,102.0581
30-09-2025,101.30000,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-30,101.3
26-09-2025,101.31250,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-26,101.3125
25-09-2025,102.47420,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-25,102.4742
24-09-2025,103.33380,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-24,103.3338
23-09-2025,103.81340,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-23,103.8134
22-09-2025,103.81050,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-22,103.8105
19-09-2025,104.35090,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-19,104.3509
18-09-2025,104.55310,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-18,104.5531
17-09-2025,104.24380,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-17,104.2438
16-09-2025,103.90140,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-16,103.9014
15-09-2025,103.15000,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-15,103.15
12-09-2025,102.97640,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-12,102.9764
11-09-2025,102.40330,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-11,102.4033
10-09-2025,102.35120,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-10,102.3512
09-09-2025,101.96770,118632,Nippon_Large_Cap,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,2025-09-09,101.9677
